id,target
test_id_0,48.849998474121094
test_id_1,48.849998474121094
test_id_2,48.849998474121094
test_id_3,48.849998474121094
test_id_4,48.849998474121094
test_id_5,48.849998474121094
test_id_6,48.849998474121094
test_id_7,48.849998474121094
test_id_8,48.849998474121094
test_id_9,48.849998474121094
test_id_10,48.849998474121094
test_id_11,48.849998474121094
test_id_12,48.849998474121094
test_id_13,48.849998474121094
test_id_14,48.849998474121094
test_id_15,48.849998474121094
test_id_16,48.849998474121094
test_id_17,48.849998474121094
test_id_18,48.849998474121094
test_id_19,48.849998474121094
test_id_20,48.849998474121094
test_id_21,48.849998474121094
test_id_22,48.849998474121094
test_id_23,48.849998474121094
test_id_24,48.849998474121094
test_id_25,48.849998474121094
test_id_26,48.849998474121094
test_id_27,48.849998474121094
test_id_28,48.849998474121094
test_id_29,48.849998474121094
test_id_30,48.849998474121094
test_id_31,48.849998474121094
test_id_32,48.849998474121094
test_id_33,48.849998474121094
test_id_34,48.849998474121094
test_id_35,48.849998474121094
test_id_36,48.849998474121094
test_id_37,48.849998474121094
test_id_38,48.849998474121094
test_id_39,48.849998474121094
test_id_40,48.849998474121094
test_id_41,48.849998474121094
test_id_42,48.849998474121094
test_id_43,48.849998474121094
test_id_44,48.849998474121094
test_id_45,48.849998474121094
test_id_46,48.849998474121094
test_id_47,48.849998474121094
test_id_48,48.849998474121094
test_id_49,48.849998474121094
test_id_50,48.849998474121094
test_id_51,48.849998474121094
test_id_52,48.849998474121094
test_id_53,48.849998474121094
test_id_54,48.849998474121094
test_id_55,48.849998474121094
test_id_56,48.849998474121094
test_id_57,48.849998474121094
test_id_58,48.849998474121094
test_id_59,48.849998474121094
test_id_60,48.849998474121094
test_id_61,48.849998474121094
test_id_62,48.849998474121094
test_id_63,48.849998474121094
test_id_64,48.849998474121094
test_id_65,48.849998474121094
test_id_66,48.849998474121094
test_id_67,48.849998474121094
test_id_68,48.849998474121094
test_id_69,48.849998474121094
test_id_70,48.849998474121094
test_id_71,48.849998474121094
test_id_72,48.849998474121094
test_id_73,48.849998474121094
test_id_74,48.849998474121094
test_id_75,48.849998474121094
test_id_76,48.849998474121094
test_id_77,48.849998474121094
test_id_78,48.849998474121094
test_id_79,48.849998474121094
test_id_80,48.849998474121094
test_id_81,48.849998474121094
test_id_82,48.849998474121094
test_id_83,48.849998474121094
test_id_84,48.849998474121094
test_id_85,48.849998474121094
test_id_86,48.849998474121094
test_id_87,48.849998474121094
test_id_88,48.849998474121094
test_id_89,48.849998474121094
test_id_90,48.849998474121094
test_id_91,48.849998474121094
test_id_92,48.849998474121094
test_id_93,48.849998474121094
test_id_94,48.849998474121094
test_id_95,48.849998474121094
test_id_96,48.849998474121094
test_id_97,48.849998474121094
test_id_98,48.849998474121094
test_id_99,48.849998474121094
test_id_100,48.849998474121094
test_id_101,48.849998474121094
test_id_102,48.849998474121094
test_id_103,48.849998474121094
test_id_104,48.849998474121094
test_id_105,48.849998474121094
test_id_106,48.849998474121094
test_id_107,48.849998474121094
test_id_108,48.849998474121094
test_id_109,48.849998474121094
test_id_110,48.849998474121094
test_id_111,48.849998474121094
test_id_112,48.849998474121094
test_id_113,48.849998474121094
test_id_114,48.849998474121094
test_id_115,48.849998474121094
test_id_116,48.849998474121094
test_id_117,48.849998474121094
test_id_118,48.849998474121094
test_id_119,48.849998474121094
test_id_120,48.849998474121094
test_id_121,48.849998474121094
test_id_122,48.849998474121094
test_id_123,48.849998474121094
test_id_124,48.849998474121094
test_id_125,48.849998474121094
test_id_126,48.849998474121094
test_id_127,48.849998474121094
test_id_128,48.849998474121094
test_id_129,48.849998474121094
test_id_130,48.849998474121094
test_id_131,48.849998474121094
test_id_132,48.849998474121094
test_id_133,48.849998474121094
test_id_134,48.849998474121094
test_id_135,48.849998474121094
test_id_136,48.849998474121094
test_id_137,48.849998474121094
test_id_138,48.849998474121094
test_id_139,48.849998474121094
test_id_140,48.849998474121094
test_id_141,48.849998474121094
test_id_142,48.849998474121094
test_id_143,48.849998474121094
test_id_144,48.849998474121094
test_id_145,48.849998474121094
test_id_146,48.849998474121094
test_id_147,48.849998474121094
test_id_148,48.849998474121094
test_id_149,48.849998474121094
test_id_150,48.849998474121094
test_id_151,48.849998474121094
test_id_152,48.849998474121094
test_id_153,48.849998474121094
test_id_154,48.849998474121094
test_id_155,48.849998474121094
test_id_156,48.849998474121094
test_id_157,48.849998474121094
test_id_158,48.849998474121094
test_id_159,48.849998474121094
test_id_160,48.849998474121094
test_id_161,48.849998474121094
test_id_162,48.849998474121094
test_id_163,48.849998474121094
test_id_164,48.849998474121094
test_id_165,48.849998474121094
test_id_166,48.849998474121094
test_id_167,48.849998474121094
test_id_168,48.849998474121094
test_id_169,48.849998474121094
test_id_170,48.849998474121094
test_id_171,48.849998474121094
test_id_172,48.849998474121094
test_id_173,48.849998474121094
test_id_174,48.849998474121094
test_id_175,48.849998474121094
